項目名稱,選舉名稱,申報序號／年度,交易日期,收支科目,公司名稱,身分證／統一編號,收入金額,支出金額,支出用途,金錢類,地址,聯絡電話,捐贈方式,存入專戶日期,返還/繳庫,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期,產業類別
羅致政,113年立法委員選舉,首次,112 年 08 月 19 日,營利事業捐贈收入,慶賓小客車租賃,23495898,100000,0,,金錢,新北市永和區****,,現金,112 年 08 月 23 日,,,,,,,,,,汽車零售業
羅致政,113年立法委員選舉,首次,112 年 08 月 19 日,營利事業捐贈收入,慶賓小客車租賃,23495898,100000,0,,金錢,新北市永和區****,,現金,112 年 08 月 23 日,,,,,,,,,,機車零售業
羅致政,113年立法委員選舉,首次,112 年 08 月 19 日,營利事業捐贈收入,慶賓小客車租賃,23495898,100000,0,,金錢,新北市永和區****,,現金,112 年 08 月 23 日,,,,,,,,,,機械批發業
羅致政,113年立法委員選舉,首次,112 年 08 月 19 日,營利事業捐贈收入,慶賓小客車租賃,23495898,100000,0,,金錢,新北市永和區****,,現金,112 年 08 月 23 日,,,,,,,,,,食品什貨、飲料零售業
羅致政,113年立法委員選舉,首次,112 年 08 月 19 日,營利事業捐贈收入,泰榮茂,90231919,100000,0,,金錢,臺北市中山區****,,現金,112 年 08 月 23 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 08 月 19 日,營利事業捐贈收入,茁越租賃,83008513,100000,0,,金錢,新北市三重區****,,現金,112 年 08 月 23 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 08 月 19 日,營利事業捐贈收入,吉田開發建設,54855432,10000,0,,金錢,新北市板橋區****,,匯款,112 年 08 月 19 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 08 月 22 日,營利事業捐贈收入,漫波大飯店,27831485,200000,0,,金錢,臺北市中正區****,,匯款,112 年 08 月 22 日,已返還,,,,,,,,,眼鏡零售業
羅致政,113年立法委員選舉,首次,112 年 08 月 22 日,營利事業捐贈收入,漫波大飯店,27831485,200000,0,,金錢,臺北市中正區****,,匯款,112 年 08 月 22 日,已返還,,,,,,,,,農產品零售業
羅致政,113年立法委員選舉,首次,112 年 08 月 22 日,營利事業捐贈收入,漫波大飯店,27831485,200000,0,,金錢,臺北市中正區****,,匯款,112 年 08 月 22 日,已返還,,,,,,,,,鐘錶零售業
羅致政,113年立法委員選舉,首次,112 年 08 月 22 日,營利事業捐贈收入,漫波大飯店,27831485,200000,0,,金錢,臺北市中正區****,,匯款,112 年 08 月 22 日,已返還,,,,,,,,,菸酒零售業
羅致政,113年立法委員選舉,首次,112 年 08 月 22 日,營利事業捐贈收入,漫波大飯店,27831485,200000,0,,金錢,臺北市中正區****,,匯款,112 年 08 月 22 日,已返還,,,,,,,,,食品什貨、飲料零售業
羅致政,113年立法委員選舉,首次,112 年 08 月 22 日,營利事業捐贈收入,盛新汽車科技用品,12988797,10000,0,,金錢,臺北市內湖區****,,匯款,112 年 08 月 22 日,,,,,,,,,,汽車零售業
羅致政,113年立法委員選舉,首次,112 年 08 月 22 日,營利事業捐贈收入,橡木桶洋酒,84490332,10000,0,,金錢,臺北市內湖區****,,現金,112 年 08 月 22 日,,,,,,,,,,酒類輸入業
羅致政,113年立法委員選舉,首次,112 年 08 月 22 日,營利事業捐贈收入,橡木桶洋酒,84490332,10000,0,,金錢,臺北市內湖區****,,現金,112 年 08 月 22 日,,,,,,,,,,菸酒零售業
羅致政,113年立法委員選舉,首次,112 年 08 月 22 日,營利事業捐贈收入,橡木桶洋酒,84490332,10000,0,,金錢,臺北市內湖區****,,現金,112 年 08 月 22 日,,,,,,,,,,食品什貨、飲料零售業
羅致政,113年立法委員選舉,首次,112 年 08 月 24 日,營利事業捐贈收入,富豪聯合租賃,28683407,400000,0,,金錢,臺北市內湖區****,,匯款,112 年 08 月 24 日,,,,,,,,,,汽車零售業
羅致政,113年立法委員選舉,首次,112 年 08 月 24 日,營利事業捐贈收入,富豪聯合租賃,28683407,400000,0,,金錢,臺北市內湖區****,,匯款,112 年 08 月 24 日,,,,,,,,,,機車零售業
羅致政,113年立法委員選舉,首次,112 年 08 月 24 日,營利事業捐贈收入,富豪聯合租賃,28683407,400000,0,,金錢,臺北市內湖區****,,匯款,112 年 08 月 24 日,,,,,,,,,,機械批發業
羅致政,113年立法委員選舉,首次,112 年 08 月 24 日,營利事業捐贈收入,富豪聯合租賃,28683407,400000,0,,金錢,臺北市內湖區****,,匯款,112 年 08 月 24 日,,,,,,,,,,農產品零售業
羅致政,113年立法委員選舉,首次,112 年 08 月 24 日,營利事業捐贈收入,富豪聯合租賃,28683407,400000,0,,金錢,臺北市內湖區****,,匯款,112 年 08 月 24 日,,,,,,,,,,菸酒零售業
羅致政,113年立法委員選舉,首次,112 年 08 月 24 日,營利事業捐贈收入,富豪聯合租賃,28683407,400000,0,,金錢,臺北市內湖區****,,匯款,112 年 08 月 24 日,,,,,,,,,,酒精零售業
羅致政,113年立法委員選舉,首次,112 年 08 月 24 日,營利事業捐贈收入,富豪聯合租賃,28683407,400000,0,,金錢,臺北市內湖區****,,匯款,112 年 08 月 24 日,,,,,,,,,,食品什貨、飲料零售業
羅致政,113年立法委員選舉,首次,112 年 08 月 24 日,營利事業捐贈收入,富豪聯合租賃,28683407,400000,0,,金錢,臺北市內湖區****,,匯款,112 年 08 月 24 日,,,,,,,,,,飼料零售業
羅致政,113年立法委員選舉,首次,112 年 08 月 28 日,營利事業捐贈收入,三得電子,23148976,100000,0,,金錢,臺北市北投區****,,匯款,112 年 08 月 28 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 08 月 28 日,營利事業捐贈收入,愛狗狗數位媒體,53081494,10000,0,,金錢,新北市鶯歌區****,,票據,112 年 09 月 04 日,已返還,,,,,,,,,寵物食品及其用品零售業
羅致政,113年立法委員選舉,首次,112 年 08 月 28 日,營利事業捐贈收入,愛狗狗數位媒體,53081494,10000,0,,金錢,新北市鶯歌區****,,票據,112 年 09 月 04 日,已返還,,,,,,,,,飼料零售業
羅致政,113年立法委員選舉,首次,112 年 08 月 30 日,營利事業捐贈收入,嘉峰建設,84677420,300000,0,,金錢,新北市板橋區****,,現金,112 年 09 月 01 日,已返還,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 09 月 01 日,營利事業捐贈收入,基宏實業,86377546,300000,0,,金錢,新北市永和區****,,匯款,112 年 09 月 08 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 09 月 01 日,營利事業捐贈收入,松鴻冷氣實業,16384740,20000,0,,金錢,新北市新莊區****,,現金,112 年 09 月 13 日,已返還,,,,,,,,,機械批發業
羅致政,113年立法委員選舉,首次,112 年 09 月 01 日,營利事業捐贈收入,廣祥石材,80431993,10000,0,,金錢,新北市蘆洲區****,,現金,112 年 09 月 13 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 09 月 04 日,營利事業捐贈收入,慕田投資,24767257,100000,0,,金錢,臺北市信義區****,,匯款,112 年 09 月 04 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 09 月 07 日,營利事業捐贈收入,板新加油站,23362573,300000,0,,金錢,新北市板橋區****,,票據,112 年 09 月 11 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 09 月 08 日,營利事業捐贈收入,政大加油站,12953039,500000,0,,金錢,臺北市文山區****,,匯款,112 年 09 月 08 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 09 月 10 日,營利事業捐贈收入,富全風機,22811432,88000,0,,金錢,新北市土城區****,,票據,112 年 09 月 14 日,已返還,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 09 月 12 日,營利事業捐贈收入,全國加油站,22958907,1000000,0,,金錢,臺北市文山區****,,匯款,112 年 09 月 12 日,,,,,,,,,,百貨公司業
羅致政,113年立法委員選舉,首次,112 年 09 月 12 日,營利事業捐贈收入,全國加油站,22958907,1000000,0,,金錢,臺北市文山區****,,匯款,112 年 09 月 12 日,,,,,,,,,,食品什貨、飲料零售業
羅致政,113年立法委員選舉,首次,112 年 09 月 12 日,營利事業捐贈收入,聖都營造,13009341,10000,0,,金錢,新北市中和區****,02-2*****,現金,112 年 09 月 19 日,,,,,,,,,,產品設計業
羅致政,113年立法委員選舉,首次,112 年 09 月 12 日,營利事業捐贈收入,聖都營造,13009341,10000,0,,金錢,新北市中和區****,02-2*****,現金,112 年 09 月 19 日,,,,,,,,,,園藝服務業
羅致政,113年立法委員選舉,首次,112 年 09 月 12 日,營利事業捐贈收入,頂尖環保生技,28892761,10000,0,,金錢,新北市新莊區****,02-8*****,現金,112 年 09 月 19 日,,,,,,,,,,機械批發業
羅致政,113年立法委員選舉,首次,112 年 09 月 12 日,營利事業捐贈收入,大豐吉室內裝修,25089831,10000,0,,金錢,新北市新莊區****,02-2*****,現金,112 年 09 月 19 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 09 月 12 日,營利事業捐贈收入,山崎金型企業,24848266,10000,0,,金錢,新北市泰山區****,,現金,112 年 09 月 19 日,,,,,,,,,,機械批發業
羅致政,113年立法委員選舉,首次,112 年 09 月 14 日,營利事業捐贈收入,嘉豐物流,13198835,500000,0,,金錢,高雄市小港區****,,匯款,112 年 09 月 14 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 09 月 18 日,營利事業捐贈收入,嘉峰建設,84677420,300000,0,,金錢,新北市板橋區****,,匯款,112 年 09 月 18 日,已返還,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 09 月 22 日,營利事業捐贈收入,滙豐柏油,34115430,300000,0,,金錢,新北市板橋區****,,匯款,112 年 09 月 22 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 09 月 22 日,營利事業捐贈收入,得弘企業,27391141,200000,0,,金錢,新北市板橋區****,,匯款,112 年 09 月 22 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 10 月 12 日,營利事業捐贈收入,力冠工程顧問,42618033,700000,0,,金錢,臺北市內湖區****,,匯款,112 年 10 月 12 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 10 月 21 日,營利事業捐贈收入,森豐玻璃,23979438,20000,0,,金錢,新北市樹林區****,,現金,112 年 10 月 24 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 10 月 23 日,營利事業捐贈收入,倢隆工程,13048506,30000,0,,金錢,新北市板橋區****,,現金,112 年 11 月 01 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 10 月 25 日,營利事業捐贈收入,翊宏藥業,16541734,20000,0,,金錢,新北市三重區****,,匯款,112 年 10 月 25 日,,,,,,,,,,酒精零售業
羅致政,113年立法委員選舉,首次,112 年 10 月 25 日,營利事業捐贈收入,翊宏藥業,16541734,20000,0,,金錢,新北市三重區****,,匯款,112 年 10 月 25 日,,,,,,,,,,食品什貨、飲料零售業
羅致政,113年立法委員選舉,首次,112 年 10 月 25 日,營利事業捐贈收入,宗達開發,53766186,100000,0,,金錢,桃園市桃園區****,,現金,112 年 10 月 27 日,,,,,,,,,,機械批發業
羅致政,113年立法委員選舉,首次,112 年 10 月 28 日,營利事業捐贈收入,千友科技,27639930,10000,0,,金錢,新北市土城區****,,現金,112 年 11 月 02 日,已返還,,,,,,,,,有線通信機械器材製造業
羅致政,113年立法委員選舉,首次,112 年 10 月 28 日,營利事業捐贈收入,嘉洲汽車材料,86035181,10000,0,,金錢,臺北市中山區****,,現金,112 年 11 月 02 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 10 月 28 日,營利事業捐贈收入,華峰交通器材科技,4480728,10000,0,,金錢,臺北市大同區****,,現金,112 年 11 月 02 日,,,,,,,,,,產品設計業
羅致政,113年立法委員選舉,首次,112 年 10 月 29 日,營利事業捐贈收入,昇大實業,34201759,100000,0,,金錢,新北市板橋區****,,匯款,112 年 10 月 29 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 10 月 29 日,營利事業捐贈收入,昇大實業,34201759,100000,0,,金錢,新北市板橋區****,,匯款,112 年 10 月 29 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 10 月 30 日,營利事業捐贈收入,常宏興業,27340973,300000,0,,金錢,新北市林口區****,02-2*****,票據,112 年 11 月 03 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 10 月 30 日,營利事業捐贈收入,君億企業,27814985,300000,0,,金錢,新北市板橋區****,02-2*****,匯款,112 年 10 月 30 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 11 月 02 日,營利事業捐贈收入,帝潔國際,53211551,30000,0,,金錢,新北市板橋區****,0938*****,現金,112 年 11 月 09 日,,,,,,,,,,產品設計業
羅致政,113年立法委員選舉,首次,112 年 11 月 02 日,營利事業捐贈收入,帝潔國際,53211551,30000,0,,金錢,新北市板橋區****,0938*****,現金,112 年 11 月 09 日,,,,,,,,,,機械批發業
羅致政,113年立法委員選舉,首次,112 年 11 月 08 日,營利事業捐贈收入,標捷能源,25078383,100000,0,,金錢,新北市新莊區****,,現金,112 年 11 月 15 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 11 月 10 日,營利事業捐贈收入,皇俊投資,86379729,500000,0,,金錢,新北市板橋區****,,匯款,112 年 11 月 10 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 11 月 10 日,營利事業捐贈收入,皇銘實業,97169355,500000,0,,金錢,新北市板橋區****,,匯款,112 年 11 月 10 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 11 月 17 日,營利事業捐贈收入,勵達企業,86416055,200000,0,,金錢,新北市板橋區****,0932*****,匯款,112 年 11 月 17 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 11 月 22 日,營利事業捐贈收入,貿昱國際,25169877,100000,0,,金錢,嘉義縣太保市****,0536*****,匯款,112 年 11 月 22 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 11 月 26 日,營利事業捐贈收入,亞底米公關顧問,82863721,30000,0,,金錢,新北市板橋區****,0933*****,現金,112 年 11 月 28 日,,,,,,,,,,產品設計業
羅致政,113年立法委員選舉,首次,112 年 11 月 28 日,營利事業捐贈收入,新潤建設,28490128,200000,0,,金錢,臺北市中山區****,0225*****,匯款,112 年 11 月 28 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 12 月 07 日,營利事業捐贈收入,順銅資源回收,28405381,100000,0,,金錢,桃園市蘆竹區****,,票據,112 年 12 月 13 日,,,,,,,,,,機械批發業
羅致政,113年立法委員選舉,首次,112 年 12 月 16 日,營利事業捐贈收入,宏穎真空鍍金,34446728,50000,0,,金錢,新北市板橋區****,0918*****,票據,112 年 12 月 19 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 12 月 19 日,營利事業捐贈收入,郁強國際生醫,28544763,300000,0,,金錢,臺中市南屯區****,,匯款,112 年 12 月 19 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 12 月 25 日,營利事業捐贈收入,昌運建設開發,89895213,200000,0,,金錢,臺中市西區大****,0931*****,票據,113 年 01 月 03 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 12 月 27 日,營利事業捐贈收入,佳佳農產品實業,86074705,120000,0,,金錢,桃園市桃園區****,,匯款,112 年 12 月 27 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,112 年 12 月 28 日,營利事業捐贈收入,吸引力國際,84122920,500000,0,,金錢,新北市汐止區****,02-2*****,匯款,112 年 12 月 28 日,,,,,,,,,,智慧財產權業
羅致政,113年立法委員選舉,首次,112 年 12 月 28 日,營利事業捐贈收入,吸引力國際,84122920,500000,0,,金錢,新北市汐止區****,02-2*****,匯款,112 年 12 月 28 日,,,,,,,,,,機械批發業
羅致政,113年立法委員選舉,首次,112 年 12 月 28 日,營利事業捐贈收入,漢隆開發,90212976,30000,0,,金錢,新北市蘆洲區****,,現金,112 年 12 月 29 日,已返還,,,,,,,,,產品設計業
羅致政,113年立法委員選舉,首次,112 年 12 月 28 日,營利事業捐贈收入,北川實業,59790557,30000,0,,金錢,臺中市北屯區****,,現金,112 年 12 月 29 日,已返還,,,,,,,,,產品設計業
羅致政,113年立法委員選舉,首次,112 年 12 月 28 日,營利事業捐贈收入,北川實業,59790557,30000,0,,金錢,臺中市北屯區****,,現金,112 年 12 月 29 日,已返還,,,,,,,,,智慧財產權業
羅致政,113年立法委員選舉,首次,112 年 12 月 28 日,營利事業捐贈收入,北川實業,59790557,30000,0,,金錢,臺中市北屯區****,,現金,112 年 12 月 29 日,已返還,,,,,,,,,機車零售業
羅致政,113年立法委員選舉,首次,112 年 12 月 28 日,營利事業捐贈收入,北川實業,59790557,30000,0,,金錢,臺中市北屯區****,,現金,112 年 12 月 29 日,已返還,,,,,,,,,食品什貨、飲料零售業
羅致政,113年立法委員選舉,首次,113 年 01 月 03 日,營利事業捐贈收入,威昇開發,86375580,500000,0,,金錢,臺北市大安區****,02-2*****,匯款,113 年 01 月 03 日,,,,,,,,,,園藝服務業
羅致政,113年立法委員選舉,首次,113 年 01 月 03 日,營利事業捐贈收入,威昇開發,86375580,500000,0,,金錢,臺北市大安區****,02-2*****,匯款,113 年 01 月 03 日,,,,,,,,,,農產品整理業
羅致政,113年立法委員選舉,首次,113 年 01 月 05 日,營利事業捐贈收入,文傑建設,97060685,300000,0,,金錢,新北市三峽區****,0919*****,匯款,113 年 01 月 05 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,113 年 01 月 05 日,營利事業捐贈收入,毓成智能室內裝修工程,83633213,10000,0,,金錢,新北市板橋區****,,現金,113 年 01 月 17 日,,,,,,,,,,產品設計業
羅致政,113年立法委員選舉,首次,113 年 01 月 10 日,營利事業捐贈收入,宗達開發,53766186,100000,0,,金錢,桃園市桃園區****,,現金,113 年 01 月 10 日,,,,,,,,,,機械批發業
羅致政,113年立法委員選舉,首次,113 年 01 月 10 日,營利事業捐贈收入,祺勝建設,53699342,900000,0,,金錢,新北市板橋區****,,票據,113 年 01 月 15 日,,,,,,,,,,
羅致政,113年立法委員選舉,首次,113 年 01 月 11 日,營利事業捐贈收入,樂澄數據科技,83515721,100000,0,,金錢,臺北市信義區****,,匯款,113 年 01 月 11 日,已繳庫,,,,,,,,,產品設計業
羅致政,113年立法委員選舉,首次,113 年 01 月 11 日,營利事業捐贈收入,樂澄數據科技,83515721,100000,0,,金錢,臺北市信義區****,,匯款,113 年 01 月 11 日,已繳庫,,,,,,,,,食品什貨、飲料零售業
羅致政,113年立法委員選舉,首次,113 年 01 月 12 日,營利事業捐贈收入,凱鉅科技實業,84750569,100000,0,,金錢,臺北市中山區****,,現金,113 年 01 月 24 日,,,,,,,,,,汽車零售業
羅致政,113年立法委員選舉,首次,113 年 01 月 12 日,營利事業捐贈收入,凱鉅科技實業,84750569,100000,0,,金錢,臺北市中山區****,,現金,113 年 01 月 24 日,,,,,,,,,,機車零售業
羅致政,113年立法委員選舉,首次,113 年 01 月 12 日,營利事業捐贈收入,凱鉅科技實業,84750569,100000,0,,金錢,臺北市中山區****,,現金,113 年 01 月 24 日,,,,,,,,,,機械批發業
羅致政,113年立法委員選舉,首次,113 年 01 月 12 日,營利事業捐贈收入,毓成智能室內裝修工程,83633213,6000,0,,金錢,新北市板橋區****,,現金,113 年 01 月 19 日,,,,,,,,,,產品設計業
蘇巧慧,113年立法委員選舉,首次,112 年 08 月 04 日,營利事業捐贈收入,王牌不動產仲介,42735216,30000,0,,金錢,新北市新莊區****,,匯款,112 年 08 月 04 日,,,,,,,,,,
蘇巧慧,113年立法委員選舉,首次,112 年 08 月 08 日,營利事業捐贈收入,名言塑膠顏料,36205837,100000,0,,金錢,新北市泰山區****,,匯款,112 年 08 月 08 日,已返還,,,,,,,,,塑膠日用品製造業
蘇巧慧,113年立法委員選舉,首次,112 年 08 月 08 日,營利事業捐贈收入,名言塑膠顏料,36205837,100000,0,,金錢,新北市泰山區****,,匯款,112 年 08 月 08 日,已返還,,,,,,,,,機械批發業
蘇巧慧,113年立法委員選舉,首次,112 年 08 月 08 日,營利事業捐贈收入,承德油脂,22051761,31500,0,,非金錢,新北市三峽區****,,,,,,,,,,,,,基本化學業
蘇巧慧,113年立法委員選舉,首次,112 年 08 月 08 日,營利事業捐贈收入,承德油脂,22051761,31500,0,,非金錢,新北市三峽區****,,,,,,,,,,,,,食品什貨、飲料零售業
蘇巧慧,113年立法委員選舉,首次,112 年 09 月 19 日,營利事業捐贈收入,永順安實業,84626886,100000,0,,金錢,新北市鶯歌區****,,現金,112 年 09 月 19 日,,,,,,,,,,
蘇巧慧,113年立法委員選舉,首次,112 年 09 月 25 日,營利事業捐贈收入,傳潤實業,97425637,100000,0,,金錢,新北市永和區****,,匯款,112 年 09 月 25 日,,,,,,,,,,產品設計業
蘇巧慧,113年立法委員選舉,首次,112 年 09 月 25 日,營利事業捐贈收入,傳潤實業,97425637,100000,0,,金錢,新北市永和區****,,匯款,112 年 09 月 25 日,,,,,,,,,,超級市場業
蘇巧慧,113年立法委員選舉,首次,112 年 09 月 25 日,營利事業捐贈收入,鼎欣投資,29059036,100000,0,,金錢,新北市永和區****,,匯款,112 年 09 月 25 日,,,,,,,,,,
蘇巧慧,113年立法委員選舉,首次,112 年 10 月 17 日,營利事業捐贈收入,台灣卡多摩嬰童館,70710216,200000,0,,金錢,新北市樹林區****,,匯款,112 年 10 月 17 日,,,,,,,,,,食品什貨、飲料零售業
蘇巧慧,113年立法委員選舉,首次,112 年 10 月 24 日,營利事業捐贈收入,精華鐳射,80588214,20000,0,,金錢,新北市新莊區****,,匯款,112 年 10 月 24 日,,,,,,,,,,
蘇巧慧,113年立法委員選舉,首次,112 年 10 月 27 日,營利事業捐贈收入,弘華企業,35268469,50000,0,,金錢,新北市新莊區****,,匯款,112 年 10 月 27 日,,,,,,,,,,
蘇巧慧,113年立法委員選舉,首次,112 年 10 月 30 日,營利事業捐贈收入,山力工程顧問,83048557,1200,0,,金錢,桃園市八德區****,,匯款,112 年 10 月 30 日,已返還,,,,,,,,,
蘇巧慧,113年立法委員選舉,首次,112 年 10 月 31 日,營利事業捐贈收入,銘家窯,89698445,50000,0,,金錢,新北市鶯歌區****,,匯款,112 年 10 月 31 日,已返還,,,,,,,,,
蘇巧慧,113年立法委員選舉,首次,112 年 10 月 31 日,營利事業捐贈收入,造千企業,97073632,20000,0,,金錢,新北市新莊區****,,匯款,112 年 10 月 31 日,已返還,,,,,,,,,產品設計業
蘇巧慧,113年立法委員選舉,首次,112 年 11 月 01 日,營利事業捐贈收入,台灣新光,22853087,300000,0,,金錢,新北市鶯歌區****,,匯款,112 年 11 月 01 日,,,,,,,,,,機械批發業
蘇巧慧,113年立法委員選舉,首次,112 年 11 月 02 日,營利事業捐贈收入,新泰源國際開發,16731256,100000,0,,金錢,新北市鶯歌區****,,匯款,112 年 11 月 02 日,,,,,,,,,,菸酒零售業
蘇巧慧,113年立法委員選舉,首次,112 年 11 月 03 日,營利事業捐贈收入,元譽精業,16885483,50000,0,,金錢,新北市林口區****,,匯款,112 年 11 月 03 日,,,,,,,,,,機械批發業
蘇巧慧,113年立法委員選舉,首次,112 年 11 月 06 日,營利事業捐贈收入,順盈機械,23245013,100000,0,,金錢,新北市樹林區****,,匯款,112 年 11 月 06 日,,,,,,,,,,
蘇巧慧,113年立法委員選舉,首次,112 年 11 月 07 日,營利事業捐贈收入,翊洋科技,27368606,300000,0,,金錢,新北市三重區****,,現金,112 年 11 月 07 日,已返還,,,,,,,,,
蘇巧慧,113年立法委員選舉,首次,112 年 11 月 10 日,營利事業捐贈收入,丞石室內裝修,90771555,100000,0,,金錢,臺北市中正區****,,匯款,112 年 11 月 10 日,,,,,,,,,,產品設計業
