項目名稱,選舉名稱,申報序號／年度,交易日期,收支科目,公司名稱,身分證／統一編號,收入金額,支出金額,支出用途,金錢類,地址,聯絡電話,捐贈方式,存入專戶日期,返還/繳庫,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期,產業類別
張秀華,113年立法委員選舉,首次,112 年 09 月 08 日,營利事業捐贈收入,東楚營造,23974258,50000,0,,金錢,嘉義市西區劉****,2858*****,現金,112 年 09 月 08 日,,,,,,,,,,
張秀華,113年立法委員選舉,首次,112 年 09 月 13 日,營利事業捐贈收入,興邦電機機械廠,65908408,5000,0,,金錢,嘉義市東區後****,,現金,112 年 09 月 13 日,,,,,,,,,,
張秀華,113年立法委員選舉,首次,112 年 09 月 13 日,營利事業捐贈收入,立龍建設,28581339,50000,0,,金錢,臺南市新營區****,0665*****,現金,112 年 09 月 13 日,,,,,,,,,,
張秀華,113年立法委員選舉,首次,112 年 09 月 24 日,營利事業捐贈收入,國大營造工程,16910954,10000,0,,金錢,嘉義縣太保市****,3622*****,現金,112 年 09 月 25 日,,,,,,,,,,
張秀華,113年立法委員選舉,首次,112 年 10 月 02 日,營利事業捐贈收入,掌聲響起民宿,34962075,50000,0,,金錢,嘉義縣阿里山****,,現金,112 年 10 月 02 日,,,,,,,,,,
張秀華,113年立法委員選舉,首次,112 年 10 月 22 日,營利事業捐贈收入,準程國際,80132756,100000,0,,金錢,臺中市潭子區****,04-2*****,現金,112 年 10 月 23 日,,,,,,,,,,
張秀華,113年立法委員選舉,首次,112 年 11 月 11 日,營利事業捐贈收入,潤大記帳士事務所,25798088,20000,0,,金錢,嘉義市西區友****,2355*****,現金,112 年 11 月 13 日,,,,,,,,,,
張秀華,113年立法委員選舉,首次,112 年 12 月 07 日,營利事業捐贈收入,佳和空調,89926567,100000,0,,金錢,嘉義市西區育****,,現金,112 年 12 月 15 日,,,,,,,,,,
張秀華,113年立法委員選舉,首次,112 年 12 月 13 日,營利事業捐贈收入,佳和空調,89926567,50000,0,,金錢,嘉義市西區育****,,現金,112 年 12 月 15 日,,,,,,,,,,
張秀華,113年立法委員選舉,首次,113 年 01 月 07 日,營利事業捐贈收入,嘉忠車輛配備,84944952,20000,0,,金錢,嘉義縣水上鄉****,0928*****,現金,113 年 01 月 08 日,,,,,,,,,,
林國慶,113年立法委員選舉,首次,112 年 11 月 21 日,營利事業捐贈收入,達日鴻水電行,26494289,20000,0,,金錢,嘉義縣番路鄉****,9327*****,現金,112 年 11 月 23 日,,,,,,,,,,
陳冠廷,113年立法委員選舉,首次,112 年 11 月 07 日,營利事業捐贈收入,政安建設,27488124,40000,0,,金錢,臺北市中山區****,,現金,112 年 11 月 07 日,,,,,,,,,,
陳冠廷,113年立法委員選舉,首次,112 年 11 月 23 日,營利事業捐贈收入,兆皇投資,54229039,1000000,0,,金錢,臺中市西屯區****,04-2*****,票據,112 年 12 月 04 日,,,,,,,,,,
陳冠廷,113年立法委員選舉,首次,112 年 11 月 23 日,營利事業捐贈收入,上鳳實業,89335367,20000,0,,金錢,嘉義市東區義****,05-2*****,現金,112 年 11 月 23 日,,,,,,,,,,
陳冠廷,113年立法委員選舉,首次,112 年 11 月 23 日,營利事業捐贈收入,富翔水電工程,25742992,20000,0,,金錢,嘉義縣太保市****,05-2*****,現金,112 年 11 月 23 日,,,,,,,,,,
陳冠廷,113年立法委員選舉,首次,112 年 11 月 29 日,營利事業捐贈收入,仲冠工程顧問,25016818,40000,0,,金錢,新北市永和區****,0958*****,現金,112 年 11 月 29 日,已返還,,,,,,,,,
陳冠廷,113年立法委員選舉,首次,112 年 11 月 29 日,營利事業捐贈收入,巧雨工作室,92383068,20000,0,,金錢,嘉義縣民雄鄉****,0933*****,現金,112 年 11 月 29 日,,,,,,,,,,
蔡易餘,113年立法委員選舉,首次,112 年 07 月 05 日,營利事業捐贈收入,康和綜合證券,23824511,1000000,0,,金錢,臺北市信義區****,(02)*****,匯款,112 年 07 月 05 日,,,,,,,,,,
蔡易餘,113年立法委員選舉,首次,112 年 10 月 23 日,營利事業捐贈收入,贊園建設,24432627,200000,0,,金錢,嘉義市西區大****,0528*****,票據,112 年 10 月 23 日,,,,,,,,,,
蔡易餘,113年立法委員選舉,首次,112 年 10 月 23 日,營利事業捐贈收入,贊園建設,24432627,100000,0,,金錢,嘉義市西區大****,0528*****,現金,112 年 10 月 23 日,,,,,,,,,,
蔡易餘,113年立法委員選舉,首次,112 年 10 月 25 日,營利事業捐贈收入,快又潔實業,16538338,20000,0,,金錢,嘉義縣太保市****,0523*****,現金,112 年 10 月 25 日,,,,,,,,,,
蔡易餘,113年立法委員選舉,首次,112 年 10 月 25 日,營利事業捐贈收入,台灣省嘉南羊乳運銷合作社,6298561,20000,0,,金錢,嘉義縣太保市****,0523*****,現金,112 年 10 月 25 日,,,,,,,,,,
蔡易餘,113年立法委員選舉,首次,112 年 10 月 25 日,營利事業捐贈收入,光興塑膠機械廠,66398190,20000,0,,金錢,嘉義縣太保市****,0523*****,現金,112 年 10 月 25 日,,,,,,,,,,
蔡易餘,113年立法委員選舉,首次,112 年 11 月 01 日,營利事業捐贈收入,嘉鉞不鏽鋼,12637272,20000,0,,金錢,嘉義縣民雄鄉****,0522*****,票據,112 年 11 月 03 日,,,,,,,,,,
蔡易餘,113年立法委員選舉,首次,112 年 11 月 01 日,營利事業捐贈收入,昭惠實業,36216790,100000,0,,金錢,新北市新莊區****,0537*****,票據,112 年 11 月 03 日,,,,,,,,,,
蔡易餘,113年立法委員選舉,首次,112 年 11 月 01 日,營利事業捐贈收入,重宙企業,22709056,20000,0,,金錢,嘉義縣民雄鄉****,0522*****,票據,112 年 11 月 06 日,,,,,,,,,,
蔡易餘,113年立法委員選舉,首次,112 年 11 月 02 日,營利事業捐贈收入,保證責任嘉義縣東石合作農場,17162324,100000,0,,金錢,嘉義縣東石鄉****,0953*****,現金,112 年 11 月 06 日,,,,,,,,,,
蔡易餘,113年立法委員選舉,首次,112 年 11 月 10 日,營利事業捐贈收入,廣柏營造,80229560,20000,0,,金錢,嘉義市西區興****,05-2*****,現金,112 年 11 月 10 日,已返還,,,,,,,,,
蔡易餘,113年立法委員選舉,首次,112 年 11 月 20 日,營利事業捐贈收入,富燁營造,16205726,20000,0,,金錢,嘉義縣中埔鄉****,0932*****,現金,112 年 11 月 21 日,,,,,,,,,,
蔡易餘,113年立法委員選舉,首次,112 年 11 月 23 日,營利事業捐贈收入,展福企業社,6347726,100000,0,,金錢,嘉義縣鹿草鄉****,,現金,112 年 11 月 24 日,,,,,,,,,,
蔡易餘,113年立法委員選舉,首次,112 年 11 月 24 日,營利事業捐贈收入,展福企業社,6347726,20000,0,,金錢,嘉義縣鹿草鄉****,0937*****,現金,112 年 11 月 24 日,,,,,,,,,,
蔡易餘,113年立法委員選舉,首次,112 年 11 月 25 日,營利事業捐贈收入,超進營造,84096325,20000,0,,金錢,嘉義縣鹿草鄉****,0937*****,現金,112 年 11 月 27 日,,,,,,,,,,
蔡易餘,113年立法委員選舉,首次,112 年 11 月 29 日,營利事業捐贈收入,南錩汽車工業,86364325,50000,0,,金錢,嘉義縣太保市****,05-2*****,現金,112 年 11 月 29 日,,,,,,,,,,
蔡易餘,113年立法委員選舉,首次,112 年 11 月 29 日,營利事業捐贈收入,昆輪輪業商行,81333669,60000,0,,金錢,嘉義縣水上鄉****,05-2*****,現金,112 年 11 月 29 日,,,,,,,,,,
蔡易餘,113年立法委員選舉,首次,112 年 12 月 19 日,營利事業捐贈收入,高彰機械工程,83628669,20000,0,,金錢,高雄市左營區****,,現金,112 年 12 月 20 日,,,,,,,,,,
蔡易餘,113年立法委員選舉,首次,112 年 12 月 25 日,營利事業捐贈收入,勝昌製藥廠,18930007,100000,0,,金錢,桃園市中壢區****,03-4*****,現金,112 年 12 月 27 日,,,,,,,,,,
蔡易餘,113年立法委員選舉,首次,112 年 12 月 26 日,營利事業捐贈收入,勝昌製藥廠,18930007,100000,0,,金錢,桃園市中壢區****,03-4*****,現金,112 年 12 月 27 日,,,,,,,,,,
蔡易餘,113年立法委員選舉,首次,112 年 12 月 28 日,營利事業捐贈收入,誠發汽車企業,22934878,100000,0,,金錢,嘉義縣水上鄉****,05-2*****,現金,112 年 12 月 28 日,已返還,,,,,,,,,
吳音寧,113年立法委員選舉,首次,112 年 11 月 25 日,營利事業捐贈收入,長亨開發,83082169,3000,0,,金錢,彰化縣福興鄉****,0922*****,匯款,112 年 12 月 01 日,已返還,,,,,,,,,
吳音寧,113年立法委員選舉,首次,112 年 11 月 29 日,營利事業捐贈收入,展用預拌混凝土,86788668,50000,0,,金錢,彰化縣芳苑鄉****,04-8*****,匯款,112 年 11 月 29 日,,,,,,,,,,
吳音寧,113年立法委員選舉,首次,112 年 12 月 11 日,營利事業捐贈收入,伸揚工業,86215509,5000,0,,金錢,新北市林口區****,02-2*****,現金,112 年 12 月 11 日,,,,,,,,,,
吳音寧,113年立法委員選舉,首次,112 年 12 月 12 日,營利事業捐贈收入,鈦昶鋼鐵,22412527,80000,0,,金錢,臺中市梧棲區****,04-2*****,票據,112 年 12 月 14 日,,,,,,,,,,
吳音寧,113年立法委員選舉,首次,112 年 12 月 21 日,營利事業捐贈收入,久拓起重工程,90352933,30000,0,,金錢,台中市南屯區****,0988*****,匯款,112 年 12 月 21 日,,,,,,,,,,
吳音寧,113年立法委員選舉,首次,112 年 12 月 22 日,營利事業捐贈收入,昌鐿建設,59071986,50000,0,,金錢,彰化縣芳苑鄉****,04-7*****,匯款,112 年 12 月 22 日,,,,,,,,,,
吳音寧,113年立法委員選舉,首次,113 年 01 月 06 日,營利事業捐贈收入,崇鉦工業,23676639,100000,0,,金錢,彰化縣和美鎮****,04-7*****,票據,113 年 01 月 10 日,,,,,,,,,,
吳音寧,113年立法委員選舉,首次,113 年 01 月 09 日,營利事業捐贈收入,美立成真投資,53938815,100000,0,,金錢,臺北市信義區****,0926*****,匯款,113 年 01 月 09 日,已繳庫,,,,,,,,,
阮厚爵,113年立法委員選舉,首次,112 年 10 月 27 日,營利事業捐贈收入,欣寶弘地產,56604679,200000,0,,金錢,彰化縣和美鎮****,0928*****,匯款,112 年 10 月 27 日,,,,,,,,,,
阮厚爵,113年立法委員選舉,首次,112 年 10 月 30 日,營利事業捐贈收入,金寶弘建設,25091652,200000,0,,金錢,彰化縣和美鎮****,0935*****,現金,112 年 10 月 30 日,已返還,,,,,,,,,
阮厚爵,113年立法委員選舉,首次,112 年 10 月 31 日,營利事業捐贈收入,全豐紡織,23378012,10000,0,,金錢,彰化縣和美鎮****,0933*****,匯款,112 年 10 月 31 日,,,,,,,,,,
阮厚爵,113年立法委員選舉,首次,112 年 11 月 09 日,營利事業捐贈收入,立典實業社,99883807,20000,0,,金錢,彰化縣和美鎮****,0933*****,匯款,112 年 11 月 09 日,,,,,,,,,,
阮厚爵,113年立法委員選舉,首次,112 年 11 月 17 日,營利事業捐贈收入,巨林建設,89837880,100000,0,,金錢,彰化縣彰化市****,0932*****,現金,112 年 11 月 17 日,,,,,,,,,,
阮厚爵,113年立法委員選舉,首次,112 年 11 月 30 日,營利事業捐贈收入,彰功五金工業,22300516,20000,0,,金錢,彰化縣和美鎮****,04-7*****,現金,112 年 11 月 30 日,,,,,,,,,,
阮厚爵,113年立法委員選舉,首次,112 年 12 月 12 日,營利事業捐贈收入,金寶弘建設,25091652,200000,0,,金錢,彰化縣和美鎮****,0935*****,匯款,112 年 12 月 12 日,,,,,,,,,,
阮厚爵,113年立法委員選舉,首次,112 年 12 月 22 日,營利事業捐贈收入,佑國建設,42565649,50000,0,,金錢,彰化縣彰化市****,04-7*****,現金,112 年 12 月 22 日,,,,,,,,,,
阮厚爵,113年立法委員選舉,首次,112 年 12 月 22 日,營利事業捐贈收入,民光汽車駕駛人補習班,59274841,20000,0,,金錢,彰化縣和美鎮****,0937*****,現金,112 年 12 月 22 日,,,,,,,,,,
阮厚爵,113年立法委員選舉,首次,113 年 01 月 03 日,營利事業捐贈收入,捷鎰金屬,86434568,36000,0,,金錢,彰化縣和美鎮****,04-7*****,現金,113 年 01 月 03 日,,,,,,,,,,
阮厚爵,113年立法委員選舉,首次,113 年 01 月 09 日,營利事業捐贈收入,晉福企業社,45807402,100000,0,,金錢,彰化縣和美鎮****,0916*****,現金,113 年 01 月 09 日,,,,,,,,,,
陳秀寳,113年立法委員選舉,首次,112 年 08 月 23 日,營利事業捐贈收入,順吉投資,94200488,300000,0,,金錢,彰化縣鹿港鎮****,,匯款,112 年 08 月 23 日,,,,,,,,,,
陳秀寳,113年立法委員選舉,首次,112 年 09 月 06 日,營利事業捐贈收入,仲原租賃,90672534,60000,0,,金錢,南投縣竹山鎮****,,現金,112 年 09 月 06 日,,,,,,,,,,
陳秀寳,113年立法委員選舉,首次,112 年 11 月 23 日,營利事業捐贈收入,協隆行,59032653,100000,0,,金錢,彰化縣福興鄉****,,現金,112 年 11 月 28 日,,,,,,,,,,
陳秀寳,113年立法委員選舉,首次,112 年 11 月 27 日,營利事業捐贈收入,帝綱瀝青,89359352,100000,0,,金錢,彰化縣福興鄉****,,匯款,112 年 11 月 27 日,,,,,,,,,,
陳秀寳,113年立法委員選舉,首次,112 年 11 月 28 日,營利事業捐贈收入,由仁工業,23380360,100000,0,,金錢,彰化縣線西鄉****,,匯款,112 年 11 月 28 日,,,,,,,,,,
陳秀寳,113年立法委員選舉,首次,112 年 12 月 20 日,營利事業捐贈收入,佐儀,84111557,60000,0,,金錢,臺北市大安區****,,現金,112 年 12 月 20 日,,,,,,,,,,
陳秀寳,113年立法委員選舉,首次,112 年 12 月 20 日,營利事業捐贈收入,大銘汽車貨運,55626302,20000,0,,金錢,臺中市大雅區****,,現金,112 年 12 月 20 日,,,,,,,,,,
